created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon Sep 05 03:39:37 +0000 2022;1566632114191478784;"The best powder foundation i pernah pakai is from wardah.   Kalau nak cepat tapi still nak bersiap cantik, pakai je powder foundation &gt  mascara &gt  lipmate/lipstick. Settle in less than 5 minutes. https://t.co/K0wbyXgeHj";99;10;782;2980;in;1178688727289221121;1566632114191478784;lyaaunnie;https://twitter.com/lyaaunnie/status/1566632114191478784
Sun Aug 14 11:42:57 +0000 2022;1558781217369378816;"Niacinamide paling affordable dekat drugstore 😌  Wardah Lightening range ni pernah viral berkali-kali kan? Especially toner tu.  Tapi tulah... https://t.co/VwPTIl5S8Q";577;142;5028;15821;in;378511517;1558781217369378816;hannabunnyb;https://twitter.com/hannabunnyb/status/1558781217369378816
Sun Jul 31 11:30:43 +0000 2022;1553704706689867776;"introducing Tavi 😍 sister brandnya wardah yg ga cuma gemes packagingnya tp juga environmentally friendly &amp  powered by science  keren yaa 👀 asli first impressionku pun aku ga nyangka ini tuh brand lokal. aku mau share experience aku cobain 3 produk dr tavi #racuninskincare https://t.co/fPhCnqQfQu";50;28;202;1012;in;31069369;1553704706689867776;nna;https://twitter.com/nna/status/1553704706689867776
Wed Jul 20 13:20:51 +0000 2022;1549746159299678209;"Saja je nak hasut korang beli lipstick wardah RM21.90 sebab i tahu ramai suka colour camni https://t.co/koDzCUilpq";63;13;252;1423;in;936969084;1549746159299678209;Nurintashaa;https://twitter.com/Nurintashaa/status/1549746159299678209
Sat Jun 25 03:59:05 +0000 2022;1540545086593069057;"Pening tak tahu nak pilih sunscreen Wardah yang mana satu?   Biru - Very hydrating, sesuai for dry and dehydrated skin  Hijau - Jenis stick and senang untuk reapply, no white cast    Kuning - Very lightweight, takde alkohol so sensitive skin pun boleh guna https://t.co/5m5s6EJhir";178;38;2376;6467;in;328045907;1540545086593069057;brgsjks;https://twitter.com/brgsjks/status/1540545086593069057
Tue Jun 21 11:18:41 +0000 2022;1539206163161829376;"Perempuan pake 10 steps korean skincare masih jerawatan, kusam dan ngerasa ga glowing.  Laki laki pake wardah:";43;49;340;1094;in;43035169;1539206163161829376;DiajengLrst;https://twitter.com/DiajengLrst/status/1539206163161829376
Tue Jun 21 06:35:07 +0000 2022;1539134804079575040;"[bb] setelah bolak balik cobain produk korea tapi gak ada cocok, akhirnya sudah 2 bulan ini cocok pakai cream malam wardah yg murah meriah. Selebihnya pakai face wash dan sunscreen. Mantul betul 😄💪🏻 https://t.co/4RsNMB3Obh";660;811;589;9611;in;994801274091687936;1539134804079575040;ohmybeautybank;https://twitter.com/ohmybeautybank/status/1539134804079575040
Tue Jun 21 03:27:55 +0000 2022;1539087694030319623;"Omg girls tengok apa I jumpa ni. Dah available kat Malaysia rupanya sunscreen stick Wardah ni. Senang pasni I nak reapply sunscreen on top of my makeup. Shuben mesti ingat I beli deodorant nanti 😭 https://t.co/J27zwOzgRq";498;106;4026;13936;in;328045907;1539087694030319623;brgsjks;https://twitter.com/brgsjks/status/1539087694030319623
Mon Jun 20 11:15:31 +0000 2022;1538842979573506048;"kalo kalian punya bekas jerawat tp males pake concealer karena lama pengennya yg sat set sat set cobain deh pake bedak wardah colorfit velvet powder foundation, harganya 60kan tp coveragenya mantep bgt 👍feelsnya mirip bgt kayak bedak luxcrime  #racuninmakeup #wardahcolorfit https://t.co/iYuId3AW8D";104;56;451;3727;in;1434068646695895042;1538842979573506048;fairestwin;https://twitter.com/fairestwin/status/1538842979573506048
Mon May 23 09:53:38 +0000 2022;1528675513216401409;"✨ battle cushion: Wardah vs Hanasui  keduanya skincare infused &amp  cukup affordable 🤍 ㅡ perbandingan: finish, coverage, ketahanan, transfer, packaging + puff, dll.  💰 aku beli 22nya dgn harga yg lebih murah lagii, tar aku infokan di replies ya!  #racuninskincare #racuninmakeup https://t.co/tZbZeSwpQL";14;12;218;1515;in;900834130379788288;1528675513216401409;glowithven;https://twitter.com/glowithven/status/1528675513216401409
Sun May 15 04:48:49 +0000 2022;1525699702720954368;"Kalau pergi Watsons or Guardian tolonglah beli Wardah Colorfit Foundation ni. Sumpah ringan gila rasa macam tak pakai pape. Kalau beli time sale boleh dapat dalam 13+ macam tu je.   Habis la kalau shuben I baca tweet ni I dah janji tak nak beli makeup baru lagi 😭😭😭😭😭 https://t.co/aqeCa0xGDb";49;10;268;1237;in;328045907;1525699702720954368;brgsjks;https://twitter.com/brgsjks/status/1525699702720954368
Wed May 11 01:56:01 +0000 2022;1524206663435440129;"I nak racun you girls with another lipstick. Wardah Instaperfect Matesetter in the shade 08 Edge. Lawa gila pls shade ni. Beli time sale harga jadi around 15+ macam tu. And the best part is dia tak keringkan bibir langsung. Love sangat. Nak suruh husband I beli banyak banyak 😍 https://t.co/UEEgIhi06I";207;22;1306;4444;in;328045907;1524206663435440129;brgsjks;https://twitter.com/brgsjks/status/1524206663435440129
Tue May 10 08:54:16 +0000 2022;1523949529334444032;"mau ngereview Cream blush favoriteku dari local brand ♡  - Harganya 30K aja - Warnanya super cantik  Wardah Colorfit Cream Blush Review —A Thread https://t.co/zLKVm5aUVu";103;41;480;4739;in;1302137829678411776;1523949529334444032;beautilogybytan;https://twitter.com/beautilogybytan/status/1523949529334444032
Wed May 04 09:28:53 +0000 2022;1521783915094360064;"—Ada yg lagi ngewishlist 2 cushion hits ini? Bingung lebih bagus yg mana?  Aku akan ngebattle 2 cushion ini mulai dari segi: - packaging - tekstur - finish, coveragenya dll  Wardah colorfit perfect glow cushion vs Hanasui serum Cushion Battle Review♡  #BattleinTan https://t.co/gAzsYcwZbR";26;39;186;1237;in;1302137829678411776;1521783915094360064;beautilogybytan;https://twitter.com/beautilogybytan/status/1521783915094360064
Thu Apr 28 05:36:50 +0000 2022;1519551192644599808;"Untuk cleanser murah tetep jatoh ke Wardah Hydra Rose sih. 100 ml cuma 20ribuan udah gitu gak bikin kulit jadi kering atau ketarik 😭❤️  yang penasaran bisa cek disini 😁👍 link: https://t.co/X2MbO38cth https://t.co/qRrguiyUrj";232;42;105;1471;in;1361669456041103364;1519435363831652352;skincarian;https://twitter.com/skincarian/status/1519551192644599808
Wed Apr 27 20:42:55 +0000 2022;1519416824496291840;"@ohmybeautybank Mending pake wardah hydra rose deh, nder. 11-12 sama Cosrx yang morning gel itu, harganya 25k/100ml. 😭  Btw ini kalo kata gue ya, gue udah nyobain cosrx morning gel itu sana warda hydra rose ini, kalo kata gue 11-12 😭";109;69;91;1196;in;903542121801453568;1519360565918900231;jongjaehyun_;https://twitter.com/jongjaehyun_/status/1519416824496291840
Wed Apr 27 15:49:18 +0000 2022;1519342935246270465;"Kalau pergi Watsons or Guardian tolonglah beli eyeshadow wardah series A. Pigmented &amp  tak luntur. Lepastu dia shimmering????? Harga pun affordable tak sampai pun RM30 and pocket friendly. Jaga jaga sebab selalu juga oos 😭😭😭😭😭 https://t.co/7HuX3zpLDK";33;22;215;1249;in;4445251757;1519342935246270465;Kiselwitxh_;https://twitter.com/Kiselwitxh_/status/1519342935246270465
Sat Apr 16 01:54:05 +0000 2022;1515146479467634688;"Kosmetik Wardah lebih amanah #BoikotMustikaRatu https://t.co/GA0xgC1R4H";70;163;1048;4424;in;468467607;1515146479467634688;EryawanP;https://twitter.com/EryawanP/status/1515146479467634688
Fri Apr 15 22:57:00 +0000 2022;1515101916081971203;"Pake wardah yuuk... Halal... #BoikotMustikaRatu https://t.co/R9Ptf1Garo";74;242;1029;3400;in;1104200981674287105;1515101916081971203;Been4Q59;https://twitter.com/Been4Q59/status/1515101916081971203
Fri Apr 15 17:48:30 +0000 2022;1515024279473389569;"Ayo beralih ke Wardah ja .. https://t.co/6w9hCrwDzE";21;32;305;1014;in;985350111394852865;1515024279473389569;Romeo7Be;https://twitter.com/Romeo7Be/status/1515024279473389569
Wed Apr 13 08:36:53 +0000 2022;1514160684665212928;"Campaign-nya Wardah yang baru ini kok deket bener ya sama hidupku. Dua tahun dihantam pandemi, banyak yang pergi, merasa di titik paling bawah, merasa belum bisa jadi apa-apa buat keluarga, ngga bisa bantu banyak, banyak momen nangis-nangisnya 😭😭😭 https://t.co/9RuT8cp1B9";119;34;1168;5774;in;255504621;1514160684665212928;cinemuach;https://twitter.com/cinemuach/status/1514160684665212928
Tue Apr 12 09:36:02 +0000 2022;1513813183571828737;"— Wardah colorfit cushion review + Makeup Tutorial 💖  Another day another tutorial~ Step by stepnya kurang lebih sama, jadi yang udh bosen boleh di skip &amp  yang belum nonton boleh bgt disimak 🥰  #racuninmakeup #reviewbylia https://t.co/9ZkaDgQm4r";15;20;208;1341;in;333232347;1513813183571828737;reviewbylia;https://twitter.com/reviewbylia/status/1513813183571828737
Mon Apr 11 03:50:21 +0000 2022;1513363798207320069;"REKOMENDASI CUSHION AFFORDABLE! 😉✨ Selalu suka sama series Colorfit nya wardah. Kemarin sudah coba foundation nya trs skrg mereka ngeluarin cushion langsung cobain juga wkwk. Ternyata cushionnya oke juga loh! https://t.co/eRS2jonSC1";12;20;234;1159;in;1297110784305053697;1513363798207320069;thisiskiaaa;https://twitter.com/thisiskiaaa/status/1513363798207320069
Mon Apr 04 07:42:49 +0000 2022;1510885588823855109;"@NonaMaya222 Trus mereka cerita setiap ada bencana atau apapun itu di negri kita, Wardah selalu buru2 donasi (ga pake galang dana ya, dr kantong mereka sendiri) tapi ga mau smp ada yang tau. Dari situ gw respect banget sama perusahaan ini, and i am honored to be able to worked with them.";37;3;341;5301;in;86268235;1510851295405490179;RCHNS;https://twitter.com/RCHNS/status/1510885588823855109
Mon Apr 04 07:40:38 +0000 2022;1510885036824080386;"@NonaMaya222 Gue pernah kerja di agency dan memegang wardah sebagai klien, kita ajuin idea ttg charity campaign. Ide lgsg ditolak sm internal team mereka karena ibu Subakat itu pemegang teguh prinsip “kalau tangan kanan memberi, tangan kiri ga boleh tau.”";124;21;501;5447;in;86268235;1510851295405490179;RCHNS;https://twitter.com/RCHNS/status/1510885036824080386
Mon Apr 04 05:26:33 +0000 2022;1510851295405490179;"Tau ga sih kalo perusahaan yg menaungi wardah ini sangat memanusiakan karyawannya? Gw tiap denger cerita temen gw yg kerja di situ dengan semua kemudahan dan fasilitasnya iri pake banget 😍";1672;611;6547;43391;in;44561934;1510851295405490179;NonaMaya222;https://twitter.com/NonaMaya222/status/1510851295405490179
Sun Apr 03 15:02:55 +0000 2022;1510633952067067907;"Bbrp faktor yg bikin wardah bisa sesukses ini  1. Strategi marketing pasar yg oke 2. Teknik promosi yg bagus (Tau kan mba sales wardah sejago apa nawarinnya😂) 3. Produknya gampang di akses (literally mereka ada dmn - mn) 4. Harga yg terjangkau 5. Produk yg sesuai dgn indonesia";37;6;60;1213;in;1302137829678411776;1510541769859276801;beautilogybytan;https://twitter.com/beautilogybytan/status/1510633952067067907
Sun Apr 03 10:26:01 +0000 2022;1510564271184232451;"@beautilogybytan @wardahbeauty Wardah adalah bukti bahwa brand yang kuat pasti punya positioning yang unik, seenggaknya saat pertama digagas. Bahkan, meski kini hampir semua skincare punya logo halal, tetap yang posisinya kuat sebagai skincare/makeup halal hanya Wardah.";2;1;77;1646;in;150213645;1510541769859276801;destriaaryani;https://twitter.com/destriaaryani/status/1510564271184232451
Sun Apr 03 09:07:12 +0000 2022;1510544434404163585;"founder Wardah bernama ibu Dra. Hj. Nurhayati Subakat adalah lulusan terbaik Jurusan farmasi, Institut Teknologi Bandung yang lulus pada tahun 1975 https://t.co/JIht40FetX";74;6;100;1852;in;1302137829678411776;1510541769859276801;beautilogybytan;https://twitter.com/beautilogybytan/status/1510544434404163585
Sun Apr 03 08:56:37 +0000 2022;1510541769859276801;"Wardah merupakan brand kosmetik pertama yg mendapatkan sertifikat halal dari MUI.  Sambil nungguin buka puasa aku mau cerita sejarah panjang wardah yang berawal dari usaha rumahan dan kemudian menjadi salah satu brand kosmetik halal terbesar di dunia!  #TanBeautyPedia https://t.co/tuuJRdxn57";681;240;3752;20125;in;1302137829678411776;1510541769859276801;beautilogybytan;https://twitter.com/beautilogybytan/status/1510541769859276801
Fri Mar 25 06:39:35 +0000 2022;1507245797200756739;"@mrs_enci kata bini gue " wardah atau marta tilaar tau produknya tp ga tau ownernya tp ms glow tau ownernya ga tau produknya " 🤭...";30;9;224;1330;in;1216284219887894528;1506982942488555523;YRumbon;https://twitter.com/YRumbon/status/1507245797200756739
Sun Mar 13 10:02:15 +0000 2022;1502948144828805123;"✨Short Review✨  🍂—HANASUI Serum Cushion &amp  WARDAH Colorfit Perfect Glow Cushion—🍂  Keduanya ngasih claim hasil dewy &amp  glowing sehat. Mana nih jagoan kalian?   #MellsRoom #racuninmakeup #racuninskincaremakeup https://t.co/IXzft8gZrc";26;20;242;1126;in;1595070144;1502948144828805123;sibtbdazzling;https://twitter.com/sibtbdazzling/status/1502948144828805123
Wed Mar 09 03:14:42 +0000 2022;1501396029257957376;"@AREAJULID Gue juga heran. Padahal nyonyabersinar brand nya belum sekelas PT. Paragon yg punya brand emina, make over &amp  wardah. Yg punya paragon juga ga terlalu show off kalo dia yg punya. Padahal kalo diliat2, paling gede brandnya paragon";178;78;701;7294;in;1440708166321250305;1501392776302260228;cioyengmtk;https://twitter.com/cioyengmtk/status/1501396029257957376
Tue Mar 08 03:03:18 +0000 2022;1501030771733446659;"@tubirfess Go international itu stepsnya bertahap, at least masuk dulu ke pasar SEA sebagai langkah awal. Brand indo, mostly beauty kayak wardah, avoskin, somethinc, dll udh pada masuk ke market SEA dan gak lebay kayak lo pada. Yg terpenting mereka gak kasih info yg menyesatkan ke audience.";8;2;146;1303;in;954704514069684224;1501027453069770753;plumssi;https://twitter.com/plumssi/status/1501030771733446659
Thu Feb 10 01:59:10 +0000 2022;1491592549181505538;"Bismillah D.O. Kyungsoo X WARDAH   😂😂😂😂😂😂 https://t.co/hYQJevFOoD";210;100;462;4093;in;1108565698173792256;1491592549181505538;Ayumi_chan901;https://twitter.com/Ayumi_chan901/status/1491592549181505538
Mon Jan 10 11:50:08 +0000 2022;1480507244349313026;"[bb] hi guis sender mau sharing bedak wardah colorfit powder foundation ternyata hasilnya bagus bangettttt!😭👍🏻 pas pake ini, langsung ditanyain temen2 pake bedak merk apa karena katanya keliatan smooth dan nempel banget sama kulit💗 fix ini jadi holygrail ku,  (cont..) https://t.co/ZxtMfTDDds";65;119;215;2953;in;994801274091687936;1480507244349313026;ohmybeautybank;https://twitter.com/ohmybeautybank/status/1480507244349313026
Sun Jan 02 10:46:38 +0000 2022;1477592164435513346;"@ohmybeautybank Kaum Emina dan Wardah mundur teratur";9;26;57;1664;in;1078457548112457729;1477576675437146114;hyacinthgraces;https://twitter.com/hyacinthgraces/status/1477592164435513346
Fri Dec 31 21:01:55 +0000 2021;1477022229418315776;"@seterahdeh wardah sasaran salesnya mbak-mbak kabupaten pecinta aparat 'halo dek' kalii yaa";1;1;7;1533;in;1278269892882337792;1476903760534269954;koganenohikari;https://twitter.com/koganenohikari/status/1477022229418315776
Fri Nov 26 10:40:16 +0000 2021;1464182207912681472;"[bb] seneng banget guyss padahal bareface tapi tadi pas vc cowoku bilang “kok makeup an mau kemana?” 😭😭😭😭😭😭 ayooo semangat skincare-an sampe bareface pun dikira makeup an 💪🏻💪🏻💪🏻  Fyi skincare ku : fw wardah aloe, toner hatomugi,  (cont..) https://t.co/acA6SsbwWb";171;230;557;7151;in;994801274091687936;1464182207912681472;ohmybeautybank;https://twitter.com/ohmybeautybank/status/1464182207912681472
Tue Nov 09 08:14:03 +0000 2021;1457984818226941953;"Duh, ga nyangka banget lips yang harganya 60 ribuan ini hasilnya mantep, nutupin bibir gelap wihh.  Mana Cream Blushnya juga cantik banget.  Yuuk kepoin WARDAH COLORFIT: ✨ Fresh Matte Lip Ink ✨ Cream Blush  #racunskincaremakeup #racunskincare #WardahBeauty #BeautyMovesYou https://t.co/6DbPLMhGtQ";11;22;247;1310;in;1279933889574666241;1457984818226941953;skingoldenhour;https://twitter.com/skingoldenhour/status/1457984818226941953
Mon Nov 08 04:28:00 +0000 2021;1457565542693232647;"Wardah’s pencil liner! https://t.co/1NvoPhSqWp";94;8;491;2871;in;1153859053589712896;1457565542693232647;DahliaRizal;https://twitter.com/DahliaRizal/status/1457565542693232647
Sat Nov 06 12:00:19 +0000 2021;1456954599017902082;"Banyak kali nampak dekat timeline orang promote wardah lipstick moose ni. Masalah sekarang nak beli 1 je tapi banyak pulak warna yang cantik cantik😩 korang dah try ke belum lipstick ni? Harga pun affordable https://t.co/LMDYRKS783";159;12;342;1138;in;893140928327589888;1456954599017902082;ketengahketepi;https://twitter.com/ketengahketepi/status/1456954599017902082
Thu Oct 21 07:05:12 +0000 2021;1451082121167048704;"[BB] ⚠️ awas mata ⚠️ Wardah EyeXpert Volume Expert Mascara ternyata BAGUSSS drpd maybelline 😭😭. Maybelline hbs kena air lgsg turun bulu matanya 😭😭😭. Aku make dr jam 7 ya https://t.co/YZqEiMWD4T";55;123;161;3116;in;994801274091687936;1451082121167048704;ohmybeautybank;https://twitter.com/ohmybeautybank/status/1451082121167048704
Mon Sep 13 07:30:52 +0000 2021;1437317841452093442;"✨UV Shield Sun Stick Try and Review✨  Mau cobain dan review Wardah UV Shield Sun Stick?  Kali ini Wardah akan bagi-bagi 25 package Wardah UV Shield Sun Stick untuk kamu!  Cek cara ikutannya di tweet setelah ini, ya https://t.co/o0WXy0IHHV";12;435;703;789;in;198385937;1437317841452093442;wardahbeauty;https://twitter.com/wardahbeauty/status/1437317841452093442
Mon Sep 06 12:46:20 +0000 2021;1434860518632615945;"@bertanyarl Tim nyangka makeover brand luar ada ? Dan setelah masuk Paragon ternyata makeover saudara nya wardah dan kakak nya dari emina dan khaf https://t.co/LKodstTkhK";32;35;59;1319;in;4802842900;1434822435593883648;smslmrp;https://twitter.com/smslmrp/status/1434860518632615945
Sun Jul 18 07:05:50 +0000 2021;1416655435591938049;"Wardah sudah salurkan dana CSR lebih dari Rp 64,2 miliar untuk atasi Covid https://t.co/LrNpmwFb5L";48;58;656;2537;in;22126902;1416655435591938049;republikaonline;https://twitter.com/republikaonline/status/1416655435591938049
Sat Jul 10 04:29:14 +0000 2021;1413716923775295492;"Sape² yg order barang dr Shopee.. Minta spray dulu brg.50 orang pekerja Shopee di sahkan positif.😢😷 https://t.co/En0X1hdbRH";420;57;7640;4071;in;1245646287724142594;1413716923775295492;wardi_wardah;https://twitter.com/wardi_wardah/status/1413716923775295492
Fri Jun 18 12:59:51 +0000 2021;1405872890835128320;"*melihat orang orang bisa cocok sama skincare Garnier, Wardah dan Emina*  Aku dalam hati : https://t.co/xjgCdqkhFf";128;112;473;1381;in;1572072290;1405872890835128320;sukaskincarean;https://twitter.com/sukaskincarean/status/1405872890835128320
Thu Jun 10 10:07:35 +0000 2021;1402930433168343043;"Min nak bagi set Wardah make up produk utk korang. ✨ Nak dapat? Senang je , follow @watsonsmy , like dgn RT saja. Min akan pilih 2 pemenang ! 😍 https://t.co/PYFXqiv7zt";54;160;1212;1447;in;1031418047095922688;1402930433168343043;watsonsmy;https://twitter.com/watsonsmy/status/1402930433168343043
Wed Jun 09 13:55:11 +0000 2021;1402625323989016620;"[bb] Sudahi jajan lipen mahal, mari pakai Wardah Korean Edition bersamaku🇰🇷✨ shade 11 sunkissed jeju ini warna nude yang cocok di semua skintone! Lembut dan spreadable, nutup, ga kering samsek, masih nyisain stain yang cakep🥺  https://t.co/gLw563ZLKU";232;314;438;5888;in;994801274091687936;1402625323989016620;ohmybeautybank;https://twitter.com/ohmybeautybank/status/1402625323989016620
Tue Mar 16 02:30:05 +0000 2021;1371649945430675458;"Wardah UV Shield ni sekarang RM11.70 je! Ni yang packaging baru but same formulation dengan yang lama.  https://t.co/Da8U0EjApQ https://t.co/g5pTGPs55C";127;34;709;2244;in;23139167;1371649945430675458;ImanAbdulRahim;https://twitter.com/ImanAbdulRahim/status/1371649945430675458
Tue Mar 02 18:40:14 +0000 2021;1366820658898817026;"Cantik ye Wardah Hydra Rose ni 🌹 https://t.co/OWGGemVNrP";52;12;175;861;in;23139167;1366820658898817026;ImanAbdulRahim;https://twitter.com/ImanAbdulRahim/status/1366820658898817026
Sun Feb 28 07:48:44 +0000 2021;1365931928931561472;"Korang dah try ke belum Wardah punya Velvet Matte Lip Mousse 🥵  Best teeeeruk smooooth gila 💋 https://t.co/Yu3K8H0ZMD";719;96;2621;6825;in;568737550;1365931928931561472;tehaha_;https://twitter.com/tehaha_/status/1365931928931561472
Sat Feb 27 01:15:16 +0000 2021;1365470524516618240;"[bb] WARDAH YG BARU GUYSS😀 https://t.co/EhdsSAUG4i";176;341;141;2534;in;994801274091687936;1365470524516618240;ohmybeautybank;https://twitter.com/ohmybeautybank/status/1365470524516618240
Thu Feb 25 16:00:39 +0000 2021;1364968560527892487;"@PistachioBlosom masa iya jadi headoffice @Indomaret wardah dan kerja di @mrtjakarta, orang tanggal 11 bulan lalu aja masih nyari kerja https://t.co/eC9AkZiPgu";130;144;298;1526;in;1305493622356193281;1364768618488033288;polemson_;https://twitter.com/polemson_/status/1364968560527892487
Wed Feb 17 06:57:36 +0000 2021;1361932794193055744;"@subtanyarl Kapas selection = 5k Skin aqua = 50k Wardah = 30k Garnier = 20k  Total = 105k  Pacar lu suruu nabung sehari 5k bisa dapet itu sisa nya beli seblak. Jangan mau buat apa2 dibeliin, mana pake anceman putus, manfaatin kamu doang itu nama nya";2;23;43;1863;in;1012708113529491461;1361931121877868550;aukdahlupa;https://twitter.com/aukdahlupa/status/1361932794193055744
Tue Feb 16 03:18:50 +0000 2021;1361515354858524674;"GAR ITB menyasar dua figur penting. Selain Din, ada figur pengusaha Nurhayati-- Din disasar karena kritis, ibu Nur karena persaingan ekonomi. Apakah ini bagian dari strategi penghancuran usaha pribumi? Wardah salah satu produk kecantikan yg berkembang pesat di tanah air saat ini.";15;39;506;1662;in;171835513;1361515354858524674;Fakhruddin_MS;https://twitter.com/Fakhruddin_MS/status/1361515354858524674
Sun Feb 14 13:12:59 +0000 2021;1360940101920911361;"Pemilik kosmetik (Owner) Wardah Ibu Nurhayati Subakat pernah menyumbang ke almamaternya ITB Rp 52 M dan jadi pengusaha pertama yg menyumbang Rp 40 M untuk penanganan Covid19   Emangnya yang nyebut Radikal ke Prof Din Syamsuddin ini udah nyumbang berapa ⁉️ 😅🤣 https://t.co/TVfkiACDnz";33;147;985;3507;in;84003038;1360940101920911361;__4Lf4th112ad7a;https://twitter.com/__4Lf4th112ad7a/status/1360940101920911361
Sun Feb 14 12:21:02 +0000 2021;1360927025142267908;"GAR ITB juga Surati CEO Wardah, Protes Beasiswa Perintis yang Hanya Khusus untuk Muslim  Grup Julid  🤭😅🤣 https://t.co/uoE2CbQXjl";40;240;375;1674;in;719725925215170561;1360927025142267908;marlina_idha;https://twitter.com/marlina_idha/status/1360927025142267908
Sun Feb 14 07:20:31 +0000 2021;1360851396875087873;"Gak proporsional jika mempertanyakan, kenapa Wardah memberikan beasiswa pada muslim? Ya, suka2 yang punya duit dong... Yang patut dipertanyakan itu duit dari APBN tapi buat bayar buzzerRp. Apa manfaatnya buat rakyat?";42;151;1301;5335;in;853069924956160000;1360851396875087873;HisyamMochtar;https://twitter.com/HisyamMochtar/status/1360851396875087873
Sun Feb 14 04:16:44 +0000 2021;1360805149057245187;"[Bb] halo, aku mau sharing nih, setelah 2 tahun rajin pake lipcare bibirku ga pucet lagi. Di foto aku pake lipbalm wardah + ppp tipis aja. - Pagi : wardah + pure paw paw - Malam : emina lipbalm + emina lipmask - Scrub 2-3x seminggu Yg paling bagus menurutku pure paw paw  (cont..) https://t.co/rNAfbdAQgu";19;52;172;1725;in;994801274091687936;1360805149057245187;ohmybeautybank;https://twitter.com/ohmybeautybank/status/1360805149057245187
Sat Feb 13 15:46:40 +0000 2021;1360616389560598528;"GAR ITB juga Surati CEO Wardah, Protes Beasiswa Perintis yang Hanya Khusus untuk Muslim https://t.co/mRlf2kuuFQ";272;763;461;1585;in;3319260420;1360616389560598528;geloraco;https://twitter.com/geloraco/status/1360616389560598528
Wed Feb 03 13:54:50 +0000 2021;1356964364171968514;"Semestinya Wardah! Vitamin C yang perfect for beginners yang baru nak add vitamin C serum in their routine 💯 https://t.co/5Q3shld2DR https://t.co/2N1npyQqIH";39;22;364;1292;in;23139167;1356964364171968514;ImanAbdulRahim;https://twitter.com/ImanAbdulRahim/status/1356964364171968514
Sun Jan 24 10:28:23 +0000 2021;1353288530168934400;"@fluffyskj @tanyainrl waah sepertinya wardah harus mengubah desain kemasan nya agar bisa lebih dibedakan 🙄";1;9;63;2507;in;1262143571735371776;1353277759133343744;crzgrl023;https://twitter.com/crzgrl023/status/1353288530168934400
Fri Jan 22 16:26:00 +0000 2021;1352653752679899136;"[Bb] anakku baru dateng wardah velvet 09 &amp  12 Ternyata cantik banget buat diombre apalagi kalo ditambah glossy stain emina ditengah bibirnya. Makin cakep 🤩 https://t.co/NIyA64WNNc";6;32;48;864;in;994801274091687936;1352653752679899136;ohmybeautybank;https://twitter.com/ohmybeautybank/status/1352653752679899136
Thu Nov 12 10:41:24 +0000 2020;1326837494273355782;"Aku rasa extra kaya masuk Guardian hari ni. Kau bayangkan skincare semua 40% off. Wardah sampai 50% off. Banyak gila yg bawah RM 10. https://t.co/InnQwf7fpl";1152;131;1765;4081;in;562974188;1326837494273355782;NaufalAntezem;https://twitter.com/NaufalAntezem/status/1326837494273355782
Tue Oct 13 00:09:16 +0000 2020;1315806775350763521;"yang masi pake emina, wardah, pixy minggir dulu yuk ☺️   #KAIxBOBBIBROWN @weareoneEXO https://t.co/hyw7ze9qn8";76;95;224;903;in;1177571367408947200;1315806775350763521;bubbleteaui;https://twitter.com/bubbleteaui/status/1315806775350763521
Wed Aug 12 11:30:01 +0000 2020;1293510045783609345;"Untuk beginners yg budget tak banyak, Wardah. Around RM30.  Kalau nak try yg best sikit, @yelloskincarehq Snowmeric Serum!   Kalau budget extra and nak yang power, jap I bagi contoh.";9;10;236;842;in;23139167;1293510045783609345;ImanAbdulRahim;https://twitter.com/ImanAbdulRahim/status/1293510045783609345
Sun Aug 09 00:31:53 +0000 2020;1292257255140683776;"@subtanyarl Aku uda capek ngmg ketmn.mreka malah blg "iyalah yg makeupannya mahal".gamesti mahal.cukup yg drugstore,yg berbpom dan bkn tiruan.bnyk merk drugstore kaya emina,wardah murah kok.kdg ada org sngj beli kwan merk mahal hny krna gengsi.";9;28;155;1716;in;1255108094297812992;1292196402706042880;09isyourjeno;https://twitter.com/09isyourjeno/status/1292257255140683776
Sun Jul 12 11:05:25 +0000 2020;1282269828405841920;"[BB] ada yang udah nyobain ss wardah yang ini? Bagus gaa guys? Aku penasaran trs ambil aja tadi heheh😭 https://t.co/c7xgqzK4h9";39;221;70;1181;in;994801274091687936;1282269828405841920;ohmybeautybank;https://twitter.com/ohmybeautybank/status/1282269828405841920
Sat Jul 04 13:30:33 +0000 2020;1279407251573182464;"[bb] mau racunin ini. cantik banget warnanya buat di ombre😍 ini wardah velvet matte lip mousse shade ombre charmer 09 sama chic terracotta 12 https://t.co/QKD6mGEWs0";9;52;86;991;in;994801274091687936;1279407251573182464;ohmybeautybank;https://twitter.com/ohmybeautybank/status/1279407251573182464
Sat Jul 04 11:45:17 +0000 2020;1279380760512757761;"[bb] gais ternyata wardah ngeluarin produk baru, harganya juga terjangkau😍 (pict: puspaindah) https://t.co/SFvbOYiy8a";63;312;110;1462;in;994801274091687936;1279380760512757761;ohmybeautybank;https://twitter.com/ohmybeautybank/status/1279380760512757761
